OfftakeName,Month,Year,Week,transaction_date,transaction_sum,transaction_avg
Water Ordering - 32367,12,2022,52,12/18/2022,10250.74508,106.7785946
Water Ordering - 32374,12,2022,52,12/18/2022,236.9585762,12.47150401
Water Ordering - 32375,12,2022,52,12/18/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/18/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/18/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/19/2022,1548.08918,103.2059453
Water Ordering - 32288,12,2022,52,12/19/2022,14083.18991,182.8985703
Water Ordering - 32296,12,2022,52,12/19/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/19/2022,7333.528122,138.3684551
Water Ordering - 32302,12,2022,52,12/19/2022,0,0
Water Ordering - 32305,12,2022,52,12/19/2022,20.52218437,20.52218437
Water Ordering - 32321,12,2022,52,12/19/2022,4688.291546,51.51968732
Water Ordering - 32322,12,2022,52,12/19/2022,24.96666145,12.48333073
Water Ordering - 32326,12,2022,52,12/19/2022,0,0
Water Ordering - 32330,12,2022,52,12/19/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/19/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/19/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/19/2022,,
Water Ordering - 68013,12,2022,52,12/19/2022,0,0
Water Ordering - 85698,12,2022,52,12/19/2022,0,0
Water Ordering - 96147,12,2022,52,12/19/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/19/2022,321.2595215,321.2595215
Water Ordering - 32364,12,2022,52,12/19/2022,6238.503635,64.98441287
Water Ordering - 32367,12,2022,52,12/19/2022,10587.42283,110.2856545
Water Ordering - 32374,12,2022,52,12/19/2022,510.0670424,13.4228169
Water Ordering - 32375,12,2022,52,12/19/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/19/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/19/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/20/2022,2908.66404,103.8808586
Water Ordering - 32288,12,2022,52,12/20/2022,2212.155701,184.3463084
Water Ordering - 32296,12,2022,52,12/20/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/20/2022,8267.950333,140.1347514
Water Ordering - 32302,12,2022,52,12/20/2022,0,0
Water Ordering - 32305,12,2022,52,12/20/2022,1391.458836,21.40705901
Water Ordering - 32321,12,2022,52,12/20/2022,1180.523949,53.66017948
Water Ordering - 32322,12,2022,52,12/20/2022,87.38331509,12.48333073
Water Ordering - 32326,12,2022,52,12/20/2022,0,0
Water Ordering - 32330,12,2022,52,12/20/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/20/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/20/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/20/2022,,
Water Ordering - 68013,12,2022,52,12/20/2022,0,0
Water Ordering - 85698,12,2022,52,12/20/2022,0,0
Water Ordering - 96147,12,2022,52,12/20/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/20/2022,321.2595215,321.2595215
Water Ordering - 32364,12,2022,52,12/20/2022,5000.365883,68.49816278
Water Ordering - 32367,12,2022,52,12/20/2022,10922.60464,113.7771317
Water Ordering - 32374,12,2022,52,12/20/2022,466.6936274,14.58417585
Water Ordering - 32375,12,2022,52,12/20/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/20/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/20/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/21/2022,3038.826202,104.7871104
Water Ordering - 32288,12,2022,52,12/21/2022,10943.57022,185.484241
Water Ordering - 32296,12,2022,52,12/21/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/21/2022,3678.433121,141.478197
Water Ordering - 32302,12,2022,52,12/21/2022,0,0
Water Ordering - 32305,12,2022,52,12/21/2022,1291.492317,23.06236281
Water Ordering - 32321,12,2022,52,12/21/2022,5251.053387,55.86227007
Water Ordering - 32322,12,2022,52,12/21/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,52,12/21/2022,0,0
Water Ordering - 32330,12,2022,52,12/21/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/21/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/21/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/21/2022,,
Water Ordering - 68013,12,2022,52,12/21/2022,0,0
Water Ordering - 85698,12,2022,52,12/21/2022,0,0
Water Ordering - 96147,12,2022,52,12/21/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/21/2022,321.2595215,321.2595215
Water Ordering - 32364,12,2022,52,12/21/2022,69.98343658,69.98343658
Water Ordering - 32367,12,2022,52,12/21/2022,11256.71333,117.2574305
Water Ordering - 32374,12,2022,52,12/21/2022,484.1517506,15.61779841
Water Ordering - 32375,12,2022,52,12/21/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/21/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/21/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/22/2022,3276.622162,105.6974891
Water Ordering - 32288,12,2022,52,12/22/2022,1119.170929,186.5284882
Water Ordering - 32296,12,2022,52,12/22/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/22/2022,12482.26736,143.4743375
Water Ordering - 32302,12,2022,52,12/22/2022,0,0
Water Ordering - 32305,12,2022,52,12/22/2022,1015.908155,24.77824769
Water Ordering - 32321,12,2022,52,12/22/2022,3645.429985,58.79725782
Water Ordering - 32322,12,2022,52,12/22/2022,62.41665363,12.48333073
Water Ordering - 32326,12,2022,52,12/22/2022,0,0
Water Ordering - 32330,12,2022,52,12/22/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/22/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/22/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/22/2022,,
Water Ordering - 68013,12,2022,52,12/22/2022,0,0
Water Ordering - 85698,12,2022,52,12/22/2022,0,0
Water Ordering - 96147,12,2022,52,12/22/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/22/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,52,12/22/2022,4929.445068,71.44123287
Water Ordering - 32367,12,2022,52,12/22/2022,11590.1119,120.7303323
Water Ordering - 32374,12,2022,52,12/22/2022,16.12846184,16.12846184
Water Ordering - 32375,12,2022,52,12/22/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/22/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/22/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/23/2022,1488.363556,106.3116826
Water Ordering - 32287,12,2022,52,12/23/2022,459.6856995,459.6856995
Water Ordering - 32288,12,2022,52,12/23/2022,186.6012878,186.6012878
Water Ordering - 32296,12,2022,52,12/23/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/23/2022,14149.49611,147.3905845
Water Ordering - 32302,12,2022,52,12/23/2022,0,0
Water Ordering - 32305,12,2022,52,12/23/2022,1440.131546,26.18420993
Water Ordering - 32321,12,2022,52,12/23/2022,1449.736233,60.40567636
Water Ordering - 32322,12,2022,52,12/23/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,52,12/23/2022,0,0
Water Ordering - 32330,12,2022,52,12/23/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/23/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/23/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/23/2022,,
Water Ordering - 68013,12,2022,52,12/23/2022,0,0
Water Ordering - 85698,12,2022,52,12/23/2022,0,0
Water Ordering - 96147,12,2022,52,12/23/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/23/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,52,12/23/2022,4599.191109,74.18050175
Water Ordering - 32367,12,2022,52,12/23/2022,11922.48383,124.1925399
Water Ordering - 32374,12,2022,52,12/23/2022,379.9879169,16.52121378
Water Ordering - 32375,12,2022,52,12/23/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/23/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/23/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,52,12/24/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,52,12/24/2022,459.6856995,459.6856995
Water Ordering - 32288,12,2022,52,12/24/2022,186.6012878,186.6012878
Water Ordering - 32296,12,2022,52,12/24/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,52,12/24/2022,1341.833954,149.0926615
Water Ordering - 32302,12,2022,52,12/24/2022,0,0
Water Ordering - 32305,12,2022,52,12/24/2022,1118.820488,27.28830458
Water Ordering - 32321,12,2022,52,12/24/2022,2901.740726,61.73916439
Water Ordering - 32322,12,2022,52,12/24/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,52,12/24/2022,0,0
Water Ordering - 32330,12,2022,52,12/24/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,52,12/24/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,52,12/24/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,52,12/24/2022,,
Water Ordering - 68013,12,2022,52,12/24/2022,0,0
Water Ordering - 85698,12,2022,52,12/24/2022,0,0
Water Ordering - 96147,12,2022,52,12/24/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,52,12/24/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,52,12/24/2022,75.46105957,75.46105957
Water Ordering - 32367,12,2022,52,12/24/2022,8901.737862,127.1676837
Water Ordering - 32374,12,2022,52,12/24/2022,16.89813232,16.89813232
Water Ordering - 32375,12,2022,52,12/24/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,52,12/24/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,52,12/24/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/25/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,53,12/25/2022,15656.52124,460.4859188
Water Ordering - 32288,12,2022,53,12/25/2022,5985.342453,187.0419517
Water Ordering - 32296,12,2022,53,12/25/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/25/2022,149.2202148,149.2202148
Water Ordering - 32302,12,2022,53,12/25/2022,0,0
Water Ordering - 32305,12,2022,53,12/25/2022,27.74548531,27.74548531
Water Ordering - 32321,12,2022,53,12/25/2022,1133.487644,62.97153579
Water Ordering - 32322,12,2022,53,12/25/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,53,12/25/2022,0,0
Water Ordering - 32330,12,2022,53,12/25/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/25/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/25/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/25/2022,,
Water Ordering - 68013,12,2022,53,12/25/2022,0,0
Water Ordering - 85698,12,2022,53,12/25/2022,0,0
Water Ordering - 96147,12,2022,53,12/25/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,53,12/25/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/25/2022,75.46105957,75.46105957
Water Ordering - 32367,12,2022,53,12/25/2022,128.4166565,128.4166565
Water Ordering - 32374,12,2022,53,12/25/2022,16.89813232,16.89813232
Water Ordering - 32375,12,2022,53,12/25/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/25/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/25/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/26/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,53,12/26/2022,18493.61319,462.3403297
Water Ordering - 32288,12,2022,53,12/26/2022,187.4828491,187.4828491
Water Ordering - 32296,12,2022,53,12/26/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/26/2022,8555.713104,150.1002299
Water Ordering - 32302,12,2022,53,12/26/2022,0,0
Water Ordering - 32305,12,2022,53,12/26/2022,27.74548531,27.74548531
Water Ordering - 32321,12,2022,53,12/26/2022,1723.312931,63.82640485
Water Ordering - 32322,12,2022,53,12/26/2022,24.96666145,12.48333073
Water Ordering - 32326,12,2022,53,12/26/2022,0,0
Water Ordering - 32330,12,2022,53,12/26/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/26/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/26/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/26/2022,,
Water Ordering - 68013,12,2022,53,12/26/2022,0,0
Water Ordering - 85698,12,2022,53,12/26/2022,0,0
Water Ordering - 96147,12,2022,53,12/26/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,53,12/26/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/26/2022,75.46105957,75.46105957
Water Ordering - 32367,12,2022,53,12/26/2022,128.4166565,128.4166565
Water Ordering - 32374,12,2022,53,12/26/2022,414.939373,17.28914054
Water Ordering - 32375,12,2022,53,12/26/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/26/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/26/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/27/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,53,12/27/2022,12531.86926,464.143306
Water Ordering - 32288,12,2022,53,12/27/2022,8659.195786,188.2433866
Water Ordering - 32296,12,2022,53,12/27/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/27/2022,6979.865387,151.7362041
Water Ordering - 32302,12,2022,53,12/27/2022,0,0
Water Ordering - 32305,12,2022,53,12/27/2022,27.74548531,27.74548531
Water Ordering - 32321,12,2022,53,12/27/2022,64.33512878,64.33512878
Water Ordering - 32322,12,2022,53,12/27/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,53,12/27/2022,0,0
Water Ordering - 32330,12,2022,53,12/27/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/27/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/27/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/27/2022,,
Water Ordering - 68013,12,2022,53,12/27/2022,0,0
Water Ordering - 85698,12,2022,53,12/27/2022,0,0
Water Ordering - 96147,12,2022,53,12/27/2022,22.99756432,22.99756432
Water Ordering - 2000023,12,2022,53,12/27/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/27/2022,75.46105957,75.46105957
Water Ordering - 32367,12,2022,53,12/27/2022,6273.084793,130.6892665
Water Ordering - 32374,12,2022,53,12/27/2022,17.68719482,17.68719482
Water Ordering - 32375,12,2022,53,12/27/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/27/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/27/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/28/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,53,12/28/2022,24224.38763,465.8536084
Water Ordering - 32288,12,2022,53,12/28/2022,1891.458191,189.1458191
Water Ordering - 32296,12,2022,53,12/28/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/28/2022,9859.431076,154.0536106
Water Ordering - 32302,12,2022,53,12/28/2022,0,0
Water Ordering - 32305,12,2022,53,12/28/2022,27.74548531,27.74548531
Water Ordering - 32321,12,2022,53,12/28/2022,4329.135323,65.59295943
Water Ordering - 32322,12,2022,53,12/28/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,53,12/28/2022,0,0
Water Ordering - 32330,12,2022,53,12/28/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/28/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/28/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/28/2022,,
Water Ordering - 68013,12,2022,53,12/28/2022,0,0
Water Ordering - 85698,12,2022,53,12/28/2022,0,0
Water Ordering - 96147,12,2022,53,12/28/2022,1622.061186,24.57668463
Water Ordering - 2000023,12,2022,53,12/28/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/28/2022,5385.939255,76.94198935
Water Ordering - 32367,12,2022,53,12/28/2022,132.2648315,132.2648315
Water Ordering - 32374,12,2022,53,12/28/2022,508.6117191,18.16470425
Water Ordering - 32375,12,2022,53,12/28/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/28/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/28/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/29/2022,106.5236816,106.5236816
Water Ordering - 32287,12,2022,53,12/29/2022,33289.94223,468.8724258
Water Ordering - 32288,12,2022,53,12/29/2022,10458.49065,190.1543754
Water Ordering - 32296,12,2022,53,12/29/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/29/2022,11912.15887,156.7389326
Water Ordering - 32302,12,2022,53,12/29/2022,0,0
Water Ordering - 32305,12,2022,53,12/29/2022,786.7863903,28.09951394
Water Ordering - 32321,12,2022,53,12/29/2022,4910.806709,68.20564874
Water Ordering - 32322,12,2022,53,12/29/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,53,12/29/2022,0,0
Water Ordering - 32330,12,2022,53,12/29/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/29/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/29/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/29/2022,,
Water Ordering - 68013,12,2022,53,12/29/2022,0,0
Water Ordering - 85698,12,2022,53,12/29/2022,0,0
Water Ordering - 96147,12,2022,53,12/29/2022,2724.631639,28.38157958
Water Ordering - 2000023,12,2022,53,12/29/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/29/2022,7722.271767,80.4403309
Water Ordering - 32367,12,2022,53,12/29/2022,132.2660522,132.2660522
Water Ordering - 32374,12,2022,53,12/29/2022,18.62646866,18.62646866
Water Ordering - 32375,12,2022,53,12/29/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/29/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/29/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/30/2022,959.922493,106.6580548
Water Ordering - 32287,12,2022,53,12/30/2022,1883.813782,470.9534454
Water Ordering - 32288,12,2022,53,12/30/2022,382.1317139,191.0658569
Water Ordering - 32296,12,2022,53,12/30/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/30/2022,10977.4512,159.0934957
Water Ordering - 32302,12,2022,53,12/30/2022,0,0
Water Ordering - 32305,12,2022,53,12/30/2022,1719.573412,29.14531207
Water Ordering - 32321,12,2022,53,12/30/2022,6853.518524,71.39081796
Water Ordering - 32322,12,2022,53,12/30/2022,12.48333073,12.48333073
Water Ordering - 32326,12,2022,53,12/30/2022,0,0
Water Ordering - 32330,12,2022,53,12/30/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/30/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/30/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/30/2022,,
Water Ordering - 68013,12,2022,53,12/30/2022,0,0
Water Ordering - 85698,12,2022,53,12/30/2022,0,0
Water Ordering - 96147,12,2022,53,12/30/2022,1854.344461,31.97145623
Water Ordering - 2000023,12,2022,53,12/30/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/30/2022,8110.204727,84.48129924
Water Ordering - 32367,12,2022,53,12/30/2022,132.2660522,132.2660522
Water Ordering - 32374,12,2022,53,12/30/2022,18.62646866,18.62646866
Water Ordering - 32375,12,2022,53,12/30/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/30/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/30/2022,0.000118865,0.000118865
Water Ordering - 32286,12,2022,53,12/31/2022,4078.089821,107.3181532
Water Ordering - 32287,12,2022,53,12/31/2022,26924.2749,472.3557
Water Ordering - 32288,12,2022,53,12/31/2022,10942.63771,191.9761002
Water Ordering - 32296,12,2022,53,12/31/2022,12.45993423,12.45993423
Water Ordering - 32299,12,2022,53,12/31/2022,12941.12265,161.7640331
Water Ordering - 32302,12,2022,53,12/31/2022,0,0
Water Ordering - 32305,12,2022,53,12/31/2022,1279.499296,30.46426896
Water Ordering - 32321,12,2022,53,12/31/2022,2734.137268,73.89560184
Water Ordering - 32322,12,2022,53,12/31/2022,24.96666145,12.48333073
Water Ordering - 32326,12,2022,53,12/31/2022,0,0
Water Ordering - 32330,12,2022,53,12/31/2022,0.008438758,0.008438758
Water Ordering - 32333,12,2022,53,12/31/2022,27.70716476,27.70716476
Water Ordering - 32340,12,2022,53,12/31/2022,227.1147766,227.1147766
Water Ordering - 32343,12,2022,53,12/31/2022,,
Water Ordering - 68013,12,2022,53,12/31/2022,0,0
Water Ordering - 85698,12,2022,53,12/31/2022,0,0
Water Ordering - 96147,12,2022,53,12/31/2022,33.26977539,33.26977539
Water Ordering - 2000023,12,2022,53,12/31/2022,321.260498,321.260498
Water Ordering - 32364,12,2022,53,12/31/2022,8498.652725,88.52763255
Water Ordering - 32367,12,2022,53,12/31/2022,132.2660522,132.2660522
Water Ordering - 32374,12,2022,53,12/31/2022,18.62646866,18.62646866
Water Ordering - 32375,12,2022,53,12/31/2022,9.943099976,9.943099976
Water Ordering - 32376,12,2022,53,12/31/2022,21.61159515,21.61159515
Water Ordering - 68027,12,2022,53,12/31/2022,0.000118865,0.000118865
Water Ordering - 32286,1,2023,1,1/01/2023,1402.775421,107.9058016
Water Ordering - 32287,1,2023,1,1/01/2023,9953.144592,473.9592663
Water Ordering - 32288,1,2023,1,1/01/2023,192.8765717,192.8765717
Water Ordering - 32296,1,2023,1,1/01/2023,12.45993423,12.45993423
Water Ordering - 32299,1,2023,1,1/01/2023,12925.32425,165.7092852
Water Ordering - 32302,1,2023,1,1/01/2023,0,0
Water Ordering - 32305,1,2023,1,1/01/2023,31.17389488,31.17389488
Water Ordering - 32321,1,2023,1,1/01/2023,6945.030991,76.31902187
Water Ordering - 32322,1,2023,1,1/01/2023,,
Water Ordering - 32326,1,2023,1,1/01/2023,0,0
Water Ordering - 32330,1,2023,1,1/01/2023,0.008438758,0.008438758
Water Ordering - 32333,1,2023,1,1/01/2023,27.70716476,27.70716476
Water Ordering - 32340,1,2023,1,1/01/2023,227.1147766,227.1147766
Water Ordering - 32343,1,2023,1,1/01/2023,,
Water Ordering - 50123,1,2023,1,1/01/2023,,
Water Ordering - 68013,1,2023,1,1/01/2023,0,0
Water Ordering - 85698,1,2023,1,1/01/2023,0,0
Water Ordering - 96147,1,2023,1,1/01/2023,33.26977539,33.26977539
Water Ordering - 2000023,1,2023,1,1/01/2023,321.260498,321.260498
Water Ordering - 32364,1,2023,1,1/01/2023,5415.997711,91.79657138
Water Ordering - 32367,1,2023,1,1/01/2023,132.2660522,132.2660522
Water Ordering - 32374,1,2023,1,1/01/2023,18.62646866,18.62646866
Water Ordering - 32375,1,2023,1,1/01/2023,9.943099976,9.943099976
Water Ordering - 32376,1,2023,1,1/01/2023,21.61159515,21.61159515
Water Ordering - 68027,1,2023,1,1/01/2023,0.000118865,0.000118865
Water Ordering - 32286,1,2023,1,1/02/2023,1733.357811,108.3348632
Water Ordering - 32287,1,2023,1,1/02/2023,9488.635559,474.431778
Water Ordering - 32288,1,2023,1,1/02/2023,192.8765717,192.8765717
Water Ordering - 32296,1,2023,1,1/02/2023,12.45993423,12.45993423
Water Ordering - 32299,1,2023,1,1/02/2023,11676.42017,169.2234807
Water Ordering - 32302,1,2023,1,1/02/2023,0,0
Water Ordering - 32305,1,2023,1,1/02/2023,31.17389488,31.17389488
Water Ordering - 32321,1,2023,1,1/02/2023,3310.458603,78.82044293
Water Ordering - 32322,1,2023,1,1/02/2023,,
Water Ordering - 32326,1,2023,1,1/02/2023,0,0
Water Ordering - 32330,1,2023,1,1/02/2023,0.008438758,0.008438758
Water Ordering - 32333,1,2023,1,1/02/2023,27.70716476,27.70716476
Water Ordering - 32340,1,2023,1,1/02/2023,227.1147766,227.1147766
Water Ordering - 32343,1,2023,1,1/02/2023,,
Water Ordering - 68013,1,2023,1,1/02/2023,0,0
Water Ordering - 85698,1,2023,1,1/02/2023,0,0
Water Ordering - 96147,1,2023,1,1/02/2023,33.26977539,33.26977539
Water Ordering - 2000023,1,2023,1,1/02/2023,321.260498,321.260498
Water Ordering - 32364,1,2023,1,1/02/2023,93.03123474,93.03123474
Water Ordering - 32367,1,2023,1,1/02/2023,132.2660522,132.2660522
Water Ordering - 32374,1,2023,1,1/02/2023,437.2341805,19.01018176
Water Ordering - 32375,1,2023,1,1/02/2023,9.943099976,9.943099976
Water Ordering - 32376,1,2023,1,1/02/2023,21.61159515,21.61159515
Water Ordering - 68027,1,2023,1,1/02/2023,0.000118865,0.000118865
Water Ordering - 32286,1,2023,1,1/03/2023,108.5913925,108.5913925
Water Ordering - 32287,1,2023,1,1/03/2023,4748.452332,474.8452332
Water Ordering - 32288,1,2023,1,1/03/2023,13001.95995,194.0591037
Water Ordering - 32296,1,2023,1,1/03/2023,12.45993423,12.45993423
Water Ordering - 32299,1,2023,1,1/03/2023,14695.29146,172.8857819
Water Ordering - 32302,1,2023,1,1/03/2023,0,0
Water Ordering - 32305,1,2023,1,1/03/2023,1768.111757,32.1474865
Water Ordering - 32321,1,2023,1,1/03/2023,2244.408371,80.15744182
Water Ordering - 32322,1,2023,1,1/03/2023,,
Water Ordering - 32326,1,2023,1,1/03/2023,0,0
Water Ordering - 32330,1,2023,1,1/03/2023,0.375935316,0.093983829
Water Ordering - 32333,1,2023,1,1/03/2023,27.70716476,27.70716476
Water Ordering - 32340,1,2023,1,1/03/2023,227.1147766,227.1147766
Water Ordering - 32343,1,2023,1,1/03/2023,,
Water Ordering - 68013,1,2023,1,1/03/2023,0,0
Water Ordering - 85698,1,2023,1,1/03/2023,0,0
Water Ordering - 96147,1,2023,1,1/03/2023,33.26977539,33.26977539
Water Ordering - 2000023,1,2023,1,1/03/2023,321.260498,321.260498
Water Ordering - 32364,1,2023,1,1/03/2023,93.03123474,93.03123474
Water Ordering - 32367,1,2023,1,1/03/2023,132.2660522,132.2660522
Water Ordering - 32374,1,2023,1,1/03/2023,58.34241867,19.44747289
Water Ordering - 32375,1,2023,1,1/03/2023,9.943099976,9.943099976
Water Ordering - 32376,1,2023,1,1/03/2023,43.22319031,21.61159515
Water Ordering - 68027,1,2023,1,1/03/2023,0.000118865,0.000118865
Water Ordering - 32286,1,2023,1,1/04/2023,108.5913925,108.5913925
Water Ordering - 32287,1,2023,1,1/04/2023,22393.8725,476.4653723
Water Ordering - 32288,1,2023,1,1/04/2023,4694.4422,195.6017583
Water Ordering - 32296,1,2023,1,1/04/2023,12.45993423,12.45993423
Water Ordering - 32299,1,2023,1,1/04/2023,174.5245361,174.5245361
Water Ordering - 32302,1,2023,1,1/04/2023,0,0
Water Ordering - 32305,1,2023,1,1/04/2023,2163.486786,33.80448103
Water Ordering - 32321,1,2023,1,1/04/2023,5993.654152,82.1048514
Water Ordering - 32322,1,2023,1,1/04/2023,,
Water Ordering - 32326,1,2023,1,1/04/2023,0,0
Water Ordering - 32330,1,2023,1,1/04/2023,20.02961069,0.572274591
